phase,device,dtype,impl,sdpa_backend,sdpa_backend_honored,B,H,N,D,causal,chunk,status,note,latency_ms_median,latency_ms_min,latency_ms_max,warmup_iters,timed_iters,peak_mem_bytes,peak_mem_method,flops_fwd_analytic,flops_fwd_executed,flops_bwd_analytic,hbm_bytes_analytic,hbm_model,arithmetic_intensity_flop_per_byte,achieved_gflop_s,implied_gb_s
sweep,cpu,float32,naive,MATH,,4,32,512,64,False,,ok,,27.814353999929153,26.68179100010093,30.301499999950465,4,36,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),8589934592.0,8589934592.0,21474836480.0,603979776.0,"naive: 4*B*H*N*D*e (Q,K,V,O) + 4*B*H*N^2*e (S,P written and read)",14.222222222222221,308.8309939544841,21.71467926242466
sweep,cpu,float32,chunked,MATH,,4,32,512,64,False,1024,ok,,31.46058299989818,30.504374999964057,34.333625000044776,4,49,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),8589934592.0,8589934592.0,21474836480.0,620756992.0,chunked: 4*B*H*N^2*e (same score traffic as naive) + Q re-read and fp32 acc read/written once per tile (1 tiles),13.837837837837839,273.037997802768,19.731261559965656
sweep,cpu,float32,sdpa,MATH,True,4,32,512,64,False,,ok,,33.745707999969454,32.3588749999999,35.36716600001455,4,49,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),8589934592.0,8589934592.0,21474836480.0,67108864.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,128.0,254.54895158838497,1.9886636842842575
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,512,64,False,,ok,,13.108375000001615,12.595584000109739,15.811541999937617,4,92,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),8589934592.0,8589934592.0,21474836480.0,67108864.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,128.0,655.3012552661136,5.119541056766512
sweep,cpu,float32,naive,MATH,,4,32,512,64,True,,ok,,31.35722899992288,30.175792000136425,34.03866700000435,4,44,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),4303355904.0,8589934592.0,10758389760.0,603979776.0,"naive: 4*B*H*N*D*e (Q,K,V,O) + 4*B*H*N^2*e (S,P written and read)",7.125,273.93793603449865,19.261261127425687
sweep,cpu,float32,chunked,MATH,,4,32,512,64,True,1024,ok,,35.61500000000706,33.9814579999711,46.918250000089756,4,56,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),4303355904.0,8589934592.0,10758389760.0,620756992.0,chunked: 4*B*H*N^2*e (same score traffic as naive) + Q re-read and fp32 acc read/written once per tile (1 tiles),6.9324324324324325,241.1886730871346,17.429650203562456
sweep,cpu,float32,sdpa,MATH,True,4,32,512,64,True,,ok,,36.684562500113316,35.56291700010661,67.67212499994457,4,50,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),4303355904.0,8589934592.0,10758389760.0,67108864.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,64.125,234.15665900263812,1.8293488984581103
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,512,64,True,,ok,,16.382166499965933,15.404834000037226,18.381625000074564,21,100,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),4303355904.0,8589934592.0,10758389760.0,67108864.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,64.125,524.3466785676891,4.096458426310071
sweep,cpu,float32,naive,MATH,,4,32,1024,64,False,,ok,,115.7983544999297,111.45095799997762,117.60675000004994,4,12,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),34359738368.0,34359738368.0,85899345920.0,2281701376.0,"naive: 4*B*H*N*D*e (Q,K,V,O) + 4*B*H*N^2*e (S,P written and read)",15.058823529411764,296.72043714594287,19.704091529222765
sweep,cpu,float32,chunked,MATH,,4,32,1024,64,False,1024,ok,,128.20783300003313,123.64233300013439,137.76700000016717,4,14,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),34359738368.0,34359738368.0,85899345920.0,2315255808.0,chunked: 4*B*H*N^2*e (same score traffic as naive) + Q re-read and fp32 acc read/written once per tile (1 tiles),14.840579710144928,268.0003051606926,18.058614312585735
sweep,cpu,float32,sdpa,MATH,True,4,32,1024,64,False,,ok,,132.60247950006487,129.4422080000004,137.79754199981653,4,14,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),34359738368.0,34359738368.0,85899345920.0,134217728.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,256.0,259.1183701657946,1.0121811334601352
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,1024,64,False,,ok,,44.820041999855675,41.93637499997749,47.62283300010495,4,49,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),34359738368.0,34359738368.0,85899345920.0,134217728.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,256.0,766.6154879576114,2.9945917498344197
sweep,cpu,float32,naive,MATH,,4,32,1024,64,True,,ok,,125.87645899998279,123.93529199994191,127.34150000005684,4,15,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),17196646400.0,34359738368.0,42991616000.0,2281701376.0,"naive: 4*B*H*N*D*e (Q,K,V,O) + 4*B*H*N^2*e (S,P written and read)",7.536764705882353,272.9639730968655,18.126513838463726
sweep,cpu,float32,chunked,MATH,,4,32,1024,64,True,1024,ok,,138.41699999989032,137.26333399995383,140.17104100003053,4,14,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),17196646400.0,34359738368.0,42991616000.0,2315255808.0,chunked: 4*B*H*N^2*e (same score traffic as naive) + Q re-read and fp32 acc read/written once per tile (1 tiles),7.427536231884058,248.23351443845212,16.72667235962226
sweep,cpu,float32,sdpa,MATH,True,4,32,1024,64,True,,ok,,142.03389599992988,140.49866599998495,144.70058400002017,4,14,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),17196646400.0,34359738368.0,42991616000.0,134217728.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,128.125,241.91224303258542,0.9449696993460368
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,1024,64,True,,ok,,39.63937499997883,38.02475000020422,42.75324999980512,4,57,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),17196646400.0,34359738368.0,42991616000.0,134217728.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,128.125,866.808277577998,3.3859698342890545
sweep,cpu,float32,naive,MATH,,4,32,2048,64,False,,ok,,420.5317500000092,419.5632079999996,420.7052920000933,4,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),137438953472.0,137438953472.0,343597383680.0,8858370048.0,"naive: 4*B*H*N*D*e (Q,K,V,O) + 4*B*H*N^2*e (S,P written and read)",15.515151515151516,326.8218237314947,21.064687857693993
sweep,cpu,float32,chunked,MATH,,4,32,2048,64,False,1024,ok,,497.2672920000605,490.70191599980717,506.1189580001155,4,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),137438953472.0,137438953472.0,343597383680.0,9126805504.0,chunked: 4*B*H*N^2*e (same score traffic as naive) + Q re-read and fp32 acc read/written once per tile (2 tiles),15.058823529411764,276.3884849920579,18.353922831503844
sweep,cpu,float32,sdpa,MATH,True,4,32,2048,64,False,,ok,,500.0497080000059,495.605458,511.329374999832,4,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),137438953472.0,137438953472.0,343597383680.0,268435456.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,512.0,274.850582398497,0.5368175437470645
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,2048,64,False,,ok,,164.0572290000364,163.05937499987522,165.72604199996022,4,12,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),137438953472.0,137438953472.0,343597383680.0,268435456.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,512.0,837.750060205939,1.6362305863397246
sweep,cpu,float32,naive,MATH,,4,32,2048,64,True,,ok,,471.5819380000994,439.3283330000486,596.1020409999946,4,4,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),68753031168.0,137438953472.0,171882577920.0,8858370048.0,"naive: 4*B*H*N*D*e (Q,K,V,O) + 4*B*H*N^2*e (S,P written and read)",7.761363636363637,291.4423611193757,18.784370931522258
sweep,cpu,float32,chunked,MATH,,4,32,2048,64,True,1024,ok,,522.6198329999079,519.8497090000274,525.0210419999348,4,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),68753031168.0,137438953472.0,171882577920.0,9126805504.0,chunked: 4*B*H*N^2*e (same score traffic as naive) + Q re-read and fp32 acc read/written once per tile (2 tiles),7.533088235294118,262.9807458379105,17.463565153298745
sweep,cpu,float32,sdpa,MATH,True,4,32,2048,64,True,,ok,,536.4029170000322,536.1622919999718,538.2380830001239,4,3,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),68753031168.0,137438953472.0,171882577920.0,268435456.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,256.125,256.22335210379134,0.5004362345777175
sweep,cpu,float32,sdpa,FLASH_ATTENTION,True,4,32,2048,64,True,,ok,,111.1582080000062,109.69950000003337,124.70549999989089,4,19,,not measured: torch has no per-device peak allocator stat for CPU (torch.cuda.max_memory_allocated does not exist here; ru_maxrss is a monotonic process high-water mark and cannot be reset per config),68753031168.0,137438953472.0,171882577920.0,268435456.0,fused ideal: 4*B*H*N*D*e -- S and P never reach memory,256.125,1236.4264946767794,2.4148954974155847
